[DEBUG] [2023-01-31 21:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 553255aab4694083bc496d0c031b8df6, msgType : 19
[DEBUG] [2023-01-31 21:36:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f4819fea11174fa7a4cc3da016841829, msgType : 19
[DEBUG] [2023-01-31 21:36:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 39d8d8a315794b1097a48de04025ab76, msgType : 19
[DEBUG] [2023-01-31 21:36:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 073d3f6479ed4bf993ef1cafb8f0ccdb, msgType : 19
[DEBUG] [2023-01-31 21:36:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4f088aa15207429191700384c88fd36d, msgType : 19
[DEBUG] [2023-01-31 21:36:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8f96d68fd4c14f74877d522a1a090319, msgType : 19
[DEBUG] [2023-01-31 21:36:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2c6c074710fd4bdaa290cb5ffee32eb1, msgType : 19
[DEBUG] [2023-01-31 21:37:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f9cb362499354d6a9f6f36a1a1812437, msgType : 19
[DEBUG] [2023-01-31 21:37:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1d6dc1adbb424f4081921c076975e0c6, msgType : 19
[DEBUG] [2023-01-31 21:37:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b69c921128b34e6588ef6d8baaf9c06d, msgType : 19
[DEBUG] [2023-01-31 21:37:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 53929314045b45299ea32256081def06, msgType : 19
[DEBUG] [2023-01-31 21:37:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 020bc888c6f74b2184a8e25798fa55fc, msgType : 19
[DEBUG] [2023-01-31 21:37:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 113d9fb6382e4bd49193023476f4af66, msgType : 19
[DEBUG] [2023-01-31 21:37:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 13b29a8607ad4944b8728f40d010af85, msgType : 18
[DEBUG] [2023-01-31 21:37:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 445518a480e949dfb5d0a3bb0d0936dd, msgType : 18
[DEBUG] [2023-01-31 21:37:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cda5098129264e7d9b281ae686f652e1, msgType : 19
[DEBUG] [2023-01-31 21:37:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fa696cb95a9d44e08e0fc1fc84c472e1, msgType : 19
[DEBUG] [2023-01-31 21:37:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8054c2630ba042a19371ff5d90f0807f, msgType : 19
[DEBUG] [2023-01-31 21:37:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7a64bd58ffca4d0c996d6f3e1ff552b4, msgType : 19
[DEBUG] [2023-01-31 21:37:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 80f00a93df89454aa73e2093462b94bf, msgType : 19
[DEBUG] [2023-01-31 21:37:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : dafeda8c68e0436485b1e8cd504617c9, msgType : 19
[DEBUG] [2023-01-31 21:37:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5c8e632b00ee403f8db0a196aecf30a7, msgType : 19
[DEBUG] [2023-01-31 21:37:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0c03e41edcb74e9eb078e9d16de4d2b3, msgType : 19
[DEBUG] [2023-01-31 21:37:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6a6d53baba1c4aaf9ffbe906ca1d45b4, msgType : 19
[DEBUG] [2023-01-31 21:37:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8877cfe0849945728a06be73c544959b, msgType : 19
[DEBUG] [2023-01-31 21:37:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 80f36a686c904db2bc5dd71d3765d6c1, msgType : 19
[DEBUG] [2023-01-31 21:37:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 90988e4581234e82b3e6668cbbae4a46, msgType : 19
[DEBUG] [2023-01-31 21:37:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0cdcb87fcc5949d0acb87f8133f46339, msgType : 19
[DEBUG] [2023-01-31 21:37:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 74ff2dfc35f64aedab418a7cc0fc1792, msgType : 19
[DEBUG] [2023-01-31 21:37:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9510de051a5448bc9b940d112f7ad5fd, msgType : 19
[DEBUG] [2023-01-31 21:37:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c5958bb2b0ce456aa71fd839d86a453e, msgType : 19
[DEBUG] [2023-01-31 21:37:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6e0d8bb7fb5345eba6327bb72cde23a6, msgType : 19
[DEBUG] [2023-01-31 21:37:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c6229ae1b5504c9fa78bd22d4bad8ce6, msgType : 19
[DEBUG] [2023-01-31 21:37:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 62f92473d11c4e6a9cefa139637c8c8f, msgType : 19
[DEBUG] [2023-01-31 21:37:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d2b27ebe1d6b43679d27bdd24d03fe93, msgType : 19
[DEBUG] [2023-01-31 21:37:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a1ff172582dd4e119a7ab415d4071b07, msgType : 19
[DEBUG] [2023-01-31 21:37:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a982712f6d7849188932524be3440a77, msgType : 19
[DEBUG] [2023-01-31 21:37:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 51a164dc1f904681b23d3bf6e5d2bef5, msgType : 19
[DEBUG] [2023-01-31 21:37:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 223145fb4c604e278f4c93719d2115f0, msgType : 19
[DEBUG] [2023-01-31 21:37:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3f94d1a023be45b8992373ceb6435f11, msgType : 19
[DEBUG] [2023-01-31 21:37:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1caf0e8c823647968972e2e081f645e8, msgType : 19
[DEBUG] [2023-01-31 21:37:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d0043cfd2a154b829fcdd1f2099e079e, msgType : 19
[DEBUG] [2023-01-31 21:37:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e9d28599498540c8834f58fc3312795f, msgType : 19
[DEBUG] [2023-01-31 21:37:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e5560f99eb684bc9ad79902e0a47e31b, msgType : 19
[DEBUG] [2023-01-31 21:37:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5961b8c7b46e4cdead2c1f9adc53a1c1, msgType : 19
[DEBUG] [2023-01-31 21:37:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 01d3e612d71f49c3a36c50b2fc107f93, msgType : 19
[DEBUG] [2023-01-31 21:37:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9f047175fb1647dfadaa98d77a318de4, msgType : 19
[DEBUG] [2023-01-31 21:37:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 613399e68b5d42d3ab07f68970038367, msgType : 19
[DEBUG] [2023-01-31 21:37:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cd7271374fcb4ba38b90500c3721913c, msgType : 19
[DEBUG] [2023-01-31 21:37:39] NioEventLoop.run(505) | Selector.select() returned prematurely 4 times in a row for Selector io.netty.channel.nio.SelectedSelectionKeySetSelector@6c21b659.
[DEBUG] [2023-01-31 21:37:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c1fd53254b0c44d7ba1f4edd3a420b36, msgType : 19
[DEBUG] [2023-01-31 21:37:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9663060343d04760b2c60178c6516ddb, msgType : 19
[DEBUG] [2023-01-31 21:37:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 526a79a4e7e14928b3a56bf529ee6fd0, msgType : 19
[DEBUG] [2023-01-31 21:37:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cac46ef4ea1143c5b6f08c0b582c60d4, msgType : 19
[DEBUG] [2023-01-31 21:37:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2717166aaceb4880b744c70c3506a007, msgType : 19
[DEBUG] [2023-01-31 21:37:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8f0a4c0c0cc043b9aa3d8e7eb5032d82, msgType : 19
[DEBUG] [2023-01-31 21:37:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 494faee101bf4027968d33edc651858a, msgType : 19
[DEBUG] [2023-01-31 21:37:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4529461fe9854521a29e1a314ff00550, msgType : 19
[DEBUG] [2023-01-31 21:37:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : af8bf4b5fedc460c96752e0ddfe3fa42, msgType : 19
[DEBUG] [2023-01-31 21:37:49] NioEventLoop.run(505) | Selector.select() returned prematurely 3 times in a row for Selector io.netty.channel.nio.SelectedSelectionKeySetSelector@6c21b659.
[DEBUG] [2023-01-31 21:37:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 13ec7fffe77b4c38a8682e5d9b043199, msgType : 19
[DEBUG] [2023-01-31 21:37:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e73dd5829c814172af75f17cf1bf8db9, msgType : 19
[DEBUG] [2023-01-31 21:37:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5a1ad796555c4837b5cd6cb4bad6e428, msgType : 19
[DEBUG] [2023-01-31 21:37:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 74d3bb67076546c1a7feff7332ebec00, msgType : 19
[DEBUG] [2023-01-31 21:37:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f29cb122513b47c598aa47067089b3e1, msgType : 19
[DEBUG] [2023-01-31 21:37:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8a9193d6febe499d864ef7fa5cefd950, msgType : 19
[DEBUG] [2023-01-31 21:37:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b04320b5250440338b039f115f58927b, msgType : 19
[DEBUG] [2023-01-31 21:37:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d336d791f3d14cb78279a7f6537fbb3f, msgType : 19
[DEBUG] [2023-01-31 21:37:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6024f6c5553b4c67abe9811c3bf6dbbd, msgType : 19
[DEBUG] [2023-01-31 21:37:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cecc1de406ab464db5fa0507e8af3b48, msgType : 19
[DEBUG] [2023-01-31 21:37:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ca25266a0eb94653af2d777fe480b114, msgType : 19
[DEBUG] [2023-01-31 21:38:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c973d220a53b4b26b9c315dbdd3abeb8, msgType : 19
[DEBUG] [2023-01-31 21:38:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 529557c34ec641e19a330ee38d83b4ac, msgType : 19
[DEBUG] [2023-01-31 21:38:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 772478e2d7ec4a0d9cd0d023e777cc4d, msgType : 19
[DEBUG] [2023-01-31 21:38:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 25daba7588744776abe3cefff4660687, msgType : 19
[DEBUG] [2023-01-31 21:38:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cedfdd8b5b484aea84c519a954e8b376, msgType : 19
[DEBUG] [2023-01-31 21:38:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 15f20c93745f426792bd7cdd18e092dc, msgType : 19
[DEBUG] [2023-01-31 21:38:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c4c1a8251ed14ad09064bfaba158431a, msgType : 18
[DEBUG] [2023-01-31 21:38:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 222f7b3fe9474a4d89bd54c787545ff8, msgType : 18
[DEBUG] [2023-01-31 21:38:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6c60f5d5b38f428985914fa17a88598e, msgType : 19
[DEBUG] [2023-01-31 21:38:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 595de4490cb24d42b01e7d9ff2926319, msgType : 19
[DEBUG] [2023-01-31 21:38:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a92e443d289d4e7d8e79556634db2ce7, msgType : 19
[DEBUG] [2023-01-31 21:38:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2fb4ed866b83415b9f1241ef7de53ef8, msgType : 19
[DEBUG] [2023-01-31 21:38:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 940052dab9ea471987ba9e2afd864030, msgType : 19
[DEBUG] [2023-01-31 21:38:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 367e48f181b54ec0837a2418a2b4b03b, msgType : 19
[DEBUG] [2023-01-31 21:38:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 30eb6d44c45d4dac8f228a6a3b4a3bb0, msgType : 19
[DEBUG] [2023-01-31 21:38:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5b4a0bd4503d48d2a1e13644a0470962, msgType : 19
[DEBUG] [2023-01-31 21:38:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 122895092c734a1ba1337130b88a15cb, msgType : 19
[DEBUG] [2023-01-31 21:38:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 61b93933e33b4e7cb4e11fdf026802d9, msgType : 19
[DEBUG] [2023-01-31 21:38:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b73bd3a778e14c6c87e1f734fb642203, msgType : 19
[DEBUG] [2023-01-31 21:38:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2981f6902b2e489facf093def564f347, msgType : 19
[DEBUG] [2023-01-31 21:38:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4e6d6b1c81bf4ccfae8c19e5e524524c, msgType : 19
[DEBUG] [2023-01-31 21:38:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4aec408d27d048a7a9d4ef6aedf7c87e, msgType : 19
[DEBUG] [2023-01-31 21:38:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4893b05b4ac442fb803c52534408ef52, msgType : 19
[DEBUG] [2023-01-31 21:38:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d078469a5c7945949a4214fd3e0541d0, msgType : 19
[DEBUG] [2023-01-31 21:38:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dbcabc221f14421cae1a0e8add60cc65, msgType : 19
[DEBUG] [2023-01-31 21:38:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 382218692a85405aaf70d182ec13f563, msgType : 19
[DEBUG] [2023-01-31 21:38:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 94f28ac26f9d4b04bbd4fce65b2067b9, msgType : 19
[DEBUG] [2023-01-31 21:38:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 575925bafcad4eca947d5636a8a041a8, msgType : 19
[DEBUG] [2023-01-31 21:38:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b5d82ea6bfae4120b109f7a47d58fd61, msgType : 19
[DEBUG] [2023-01-31 21:38:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 116ad663ff5a41c69bcf1dbde909a859, msgType : 19
[DEBUG] [2023-01-31 21:38:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 801457112f8141f9bb7629421257151a, msgType : 19
[DEBUG] [2023-01-31 21:38:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : df3a4ffb320343a2a232f1136e5e9155, msgType : 19
[DEBUG] [2023-01-31 21:38:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2d84d5a14a3845df9a8c6877084259e3, msgType : 19
[DEBUG] [2023-01-31 21:38:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7ada2a1bfbb24e3c9d261c4084cec39d, msgType : 19
[DEBUG] [2023-01-31 21:38:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b8a292668f5c42368dba14831536a611, msgType : 19
[DEBUG] [2023-01-31 21:38:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ee8611e97b6344a4ae32f737a3342a25, msgType : 19
[DEBUG] [2023-01-31 21:38:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 754e637b57b54be28c0ef56fbfb6d939, msgType : 19
[DEBUG] [2023-01-31 21:38:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cb875b2fdf1d40d296a013badaebcb49, msgType : 19
[DEBUG] [2023-01-31 21:38:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 90937d552a8345aab58921f7e39eb1ed, msgType : 19
[DEBUG] [2023-01-31 21:38:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 42f74e92b8b743bbb1d7fe1705fd2939, msgType : 19
[DEBUG] [2023-01-31 21:38:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5c064340feee4007ba104a6bccb5d4df, msgType : 19
[DEBUG] [2023-01-31 21:38:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cecf7d4a1ad84133b049ca39d11b3ad8, msgType : 19
[DEBUG] [2023-01-31 21:38:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f32415dc885d4f16a2d05ce76ad77b37, msgType : 19
[DEBUG] [2023-01-31 21:38:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 171fe9b3a3f04bb7bf1bef27b36971ef, msgType : 19
[DEBUG] [2023-01-31 21:38:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 204a70c52dda47e5b217477957037e2a, msgType : 19
[DEBUG] [2023-01-31 21:38:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d57571493be8464c99918e79468a5782, msgType : 19
[DEBUG] [2023-01-31 21:38:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2bcd1bdbd8e04852b5d067c54fbb0fbd, msgType : 19
[DEBUG] [2023-01-31 21:38:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6a037c6d93ea416195c6cc65fc5265e1, msgType : 19
[DEBUG] [2023-01-31 21:38:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cd0184b44db34937936bd49465103647, msgType : 19
[DEBUG] [2023-01-31 21:38:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2e1b5b9758b34400baed9e90be44985f, msgType : 19
[DEBUG] [2023-01-31 21:38:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e61ccbee639d464cb7236e5625448ad2, msgType : 19
[DEBUG] [2023-01-31 21:38:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e587727eab21453c9fd4ee034b8c4431, msgType : 19
[DEBUG] [2023-01-31 21:38:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c1d10008a239453b98498e150bee015b, msgType : 19
[DEBUG] [2023-01-31 21:38:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fcde8b70caa842afaec13a6b660c3e13, msgType : 19
[DEBUG] [2023-01-31 21:38:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2b1d00dd75064973b5a990abbaa6365a, msgType : 19
[DEBUG] [2023-01-31 21:38:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4f5fe41ecd1e4764af000cee9181544d, msgType : 19
[DEBUG] [2023-01-31 21:38:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b908ce7b00fe441aa92c4cbb42afc0ee, msgType : 19
[DEBUG] [2023-01-31 21:38:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 85f5c9172abb4914862536f9e2d923a5, msgType : 19
[DEBUG] [2023-01-31 21:38:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d99973747e634b5e947cb3a11d1d61dc, msgType : 19
[DEBUG] [2023-01-31 21:38:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6e1ba855cd9f464f96aa8475d93cae5c, msgType : 19
[DEBUG] [2023-01-31 21:38:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1eda3cb31a2341afa730fb933fd7b57a, msgType : 19
[DEBUG] [2023-01-31 21:38:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8511fb1e27d14d76a0fa35b684531419, msgType : 19
[DEBUG] [2023-01-31 21:38:59] NioEventLoop.run(505) | Selector.select() returned prematurely 3 times in a row for Selector io.netty.channel.nio.SelectedSelectionKeySetSelector@6c21b659.
[DEBUG] [2023-01-31 21:39:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 22330cd5ba864746a66f70a6da816da1, msgType : 19
